pauthor,peditor,ptitle,pyear,paddress,ppublisher,pseries,pid,pkey,ptype_id,pjournal_id,pbooktitle_id,pjournalfull_id,pbooktitlefull_id,partition
ping zhang 0002,,"c. nass and s. brave, wired for speech: how voice activates and advances the human-computer relationship.",2006,,,,2060947,journals/ipm/Zhang06a,6,79,5,79,5,4
raúl arrabales moreno|araceli sanchis de miguel,,applying machine consciousness models in autonomous situated agents.,2008,,,,2189194,journals/prl/MorenoM08,3,75,5,75,0,4
juan jose cuadrado-gallego|luigi buglione|maria j. domínguez-alda|marian fernández de sevilla|josé antonio gutiérrez de mesa|onur demirörs,,an experimental study on the conversion between ifpug and cosmic functional size measurement units.,2010,,,,2048104,journals/infsof/Cuadrado-GallegoBDSMD10,3,158,5,158,5,4
jaime delgado|ramon martí|xavier perramon,,xml: more than an e-publishing language.,2000,,,,844487,conf/elpub/DelgadoMP00,4,0,1334,0,1334,4
zsolt kemény|elisabeth ilie zudor,,web-enabled tracking operations in distributed supply chains.,2009,,,,2404988,journals/ercim/KemenyZ09,3,389,5,389,5,4
jack v. briner jr.,,a framework for analyzing parallel discrete event simulation.,1988,,,,119451,conf/cmg/Briner88,1,0,1421,0,1421,4
günther bauer|gunter bolch,,analytical approach to discrete optimization of queueing networks.,1990,,,,1886525,journals/comcom/BauerB90,3,76,5,76,5,4
tom hayes|navin rustagi|jared saia|amitabh trehan,,the forgiving tree: a self-healing distributed data structure,2008,,,,1915211,journals/corr/abs-0802-3267,3,5,5,5,0,4
ralph m. weischedel|damaris m. ayuso|sean boisen|robert ingria|jeff palmucci,,bbn plum: muc-3 test results and analysis.,1991,,,,852013,conf/muc/WeischedelABIP91,3,0,867,0,867,4
k. c. tan|r. sathikannan|w. w. tan|a. p. loh,,evolutionary design and implementation of a hard disk drive servo control system.,2007,,,,2217056,journals/soco/TanSTL07,6,64,5,64,5,4
j. doug tygar|ron ellickson,,efficient netlist comparison using hierarchy and randomization.,1985,,,,158266,conf/dac/TygarE85,1,0,219,0,219,4
jan smans|bart jacobs 0002|frank piessens,,vericool: an automatic verifier for a concurrent object-oriented language.,2008,,,,244960,conf/fmoods/SmansJP08,1,0,871,0,871,4
antonio barba|ernesto sánchez 0002,,an architecture for active network performance management based on intelligent agents.,2002,,,,574866,conf/mata/BarbaS02,1,0,1304,0,1304,4
wei zhang 0002|mahmut t. kandemir|anand sivasubramaniam|mary jane irwin,,"performance, energy, and reliability tradeoffs in replicating hot cache lines.",2003,,,,91218,conf/cases/ZhangKSI03,1,0,5,0,5,4
madalina croitoru|liang xiao 0002|david dupplaw|paul h. lewis,,expressive security policy rules using layered conceptual graphs.,2007,,,,897122,conf/sgai/CroitoruXDL07,1,0,5,0,0,4
shu-bin cai|zhong ming|shi-xian li,,balc: a belief extension of description logic alc.,2008,,,,868820,conf/icycs/CaiML08,1,0,99,0,99,4
jen m. hah|po l. tien|maria c. yuang,,neural-network-based call admission control in atm networks with heterogeneous arrivals.,1997,,,,1887096,journals/comcom/HahTY97,3,76,5,76,0,4
weina du|jun sun 0005|miao sima,,improved ezbc algorithm with low complexity.,2004,,,,2007835,journals/ieiceee/DuSS04,3,644,5,644,0,4
marcin kuta|jacek kitowski|wojciech wójcik|michal wrzeszcz,,application of weighted voting taggers to languages described with large tagsets.,2010,,,,1865122,journals/cai/KutaKWW10,1,645,283,645,283,4
yang wang|mohit gupta|song zhang 0002|sen wang|xianfeng gu|dimitris samaras|peisen huang,,high resolution tracking of non-rigid 3d motion of densely sampled data using harmonic maps.,2005,,,,344322,conf/iccv/WangGZWGSH05,6,0,5,0,0,4
darren wei che huang|shlomo geva|andrew trotman,,overview of the inex 2008 link the wiki track.,2008,,,,470808,conf/inex/HuangGT08,1,0,5,0,5,4
z. s. peng|h. f. ting,,time and space efficient algorithms for constrained sequence alignment.,2004,,,,773715,conf/wia/PengT04,1,0,5,0,0,4
john c. tang|james lin|jeffrey pierce|steve whittaker|clemens drews,,recent shortcuts: using recent interactions to support shared activities.,2007,,,,106265,conf/chi/TangLPWD07,3,0,387,0,387,4
petra povalej|mitja lenic|milan zorman|peter kokol|margaret g. e. peterson|joseph m. lane,,intelligent data analysis of human bone density.,2003,,,,94366,conf/cbms/PovalejLZKPL03,1,0,199,0,199,4
josé c. costa|josé c. monteiro|srinivas devadas,,switching activity estimation using limited depth reconvergent path analysis.,1997,,,,512282,conf/islped/CostaMD97,4,0,5,0,5,4
zhilin feng|jianwei yin|zhaoyang he|wuheng zuo|jinxiang dong,,new approach for segmentation and pattern recognition of jacquard images.,2005,,,,114132,conf/cis/FengYHZD05,1,0,332,0,332,4
qiansheng zhang|shengyi jiang,,relationships between entropy and similarity measure of interval-valued intuitionistic fuzzy sets.,2010,,,,2030322,journals/ijis/ZhangJ10,1,229,5,229,5,4
bongjun jin|insung ihm|byungjoon chang|chanmin park|wonjong lee|seokyoon jung,,selective and adaptive supersampling for real-time ray tracing.,2009,,,,209786,conf/egh/JinICPLJ09,1,0,2328,0,2328,4
cláudia j. barenco abbas|l. javier garcía-villalba|victoria lópez lópez,,implementation and attacks analysis of a honeypot.,2007,,,,342721,conf/iccsa/AbbasGL07,1,0,1010,0,1010,4
charles-francois vincent latchoumane|emmanuel c. ifeachor|nigel r. hudson|sunil wimalaratna|jaeseung jeong,,dynamical nonstationarity analysis of resting eegs in alzheimer's disease.,2007,,,,401888,conf/iconip/LatchoumaneIHWJ07,1,0,624,0,624,4
s. kumar|a. govil|a. bhattacharyya|d. dutta,,a wide-range tunable bandpass filter cum sinusoidal oscillator using a new current-controlled resistor.,1999,,,,501032,conf/iscas/KumarGBD99,1,0,403,0,403,4
marcus huber|martin mulazzani|sebastian schrittwieser|edgar weippl,,cheap and automated socio-technical attacks based on social networking sites.,2010,,,,99253,conf/ccs/HuberMSW10,6,0,5,0,5,4
christian glaßer|aduri pavan|alan l. selman|liyu zhang,,splitting np-complete sets.,2008,,,,2205208,journals/siamcomp/GlasserPSZ08,1,116,5,116,0,4
craig shepherd|chris w. clegg|chris stride,,opening the black box: a multi-method analysis of an enterprise resource planning implementation.,2009,,,,2416141,journals/jitech/ShepherdCS09,3,647,5,647,5,4
chandan karfa|dipankar sarkar|chitta mandal|p. kumar,,an equivalence-checking method for scheduling verification in high-level synthesis.,2008,,,,2235037,journals/tcad/KarfaSMK08,3,220,5,220,5,4
shuying yan|yanbo han|jing wang 0002|chen liu,,"""service hyperlink"" for exploratory service composition.",2007,,,,356426,conf/icebe/YanHWL07,1,0,765,0,765,4
amna basharat|gabriella spinelli,,towards engineering ontologies for cognitive profiling of agents on the semantic web.,2008,,,,133191,conf/compsac/BasharatS08,1,0,5,0,0,4
nahum d. gershon|william ruh|joshua levasseur|joel winstead,,searching and discovery of resources in digital libraries.,1995,,,,31514,conf/adl/GershonRLW95,1,0,5,0,5,4
kosmas dimitropoulos|nikos grammalidis|dimitrios simitopoulos|niovi pavlidou|michael g. strintzis,,aircraft detection and tracking using intelligent cameras.,2005,,,,377795,conf/icip/DimitropoulosGSPS05,3,0,565,0,565,4
manuel garcía-herranz|pablo a. haya|abraham esquivel|germán montoro|xavier alamán,,easing the smart home: semi-automatic adaptation in perceptive environments.,2008,,,,2137646,journals/jucs/Garcia-HerranzHEMA08,3,0,5,0,5,4
rui zhang 0002|goichiro hanaoka|hideki imai,,"orthogonality between key privacy and data privacy, revisited.",2007,,,,115470,conf/cisc/ZhangHI08,1,0,1067,0,1067,4
ivar jacobson|martin l. griss|patrik jonsson,,making the reuse business work.,1997,,,,1893992,journals/computer/JacobsonGJ97,3,199,5,199,5,4
m. c. balbuena|angeles carmona|josep fàbrega|miguel angel fiol,,on the order and size of s-geodetic digraphs with given connectivity.,1997,,,,1953982,journals/dm/BalbuenaCFF97a,3,68,5,68,5,4
meeyoung cha|hamed haddadi|fabrício benevenuto|p. krishna gummadi,,measuring user influence in twitter: the million follower fallacy.,2010,,,,908573,conf/icwsm/ChaHBG10,3,0,5,0,5,4
quan hoang nguyen|bernhard scholz,,computing ssa form with matrices.,2007,,,,1975212,journals/entcs/NguyenS07,3,126,5,126,5,4
jianfeng hou|jianliang wu|guizhen liu|bin liu,,acyclic edge chromatic number of outerplanar graphs.,2010,,,,2304173,journals/jgt/HouWLL10,3,369,5,369,5,4
f. çuna ekmekçioglu|michael f. lynch|peter willett 0002,,stemming and n-gram matching for term conflation in turkish texts.,1996,,,,2061759,journals/ires/EkmekciogluLW96,3,652,5,652,0,4
bruce m. paine|ami p. shah|thomas rust,,"the effects of ternary alloys on thermal resistances of hbts, hemts, and laser diodes.",2003,,,,2316387,journals/mr/PaineSR03,3,17,5,17,5,4
reouven elbaz|lionel torres|gilles sassatelli|pierre guillemin|c. anguille|michel bardouillet|christian buatois|jean-baptiste rigaud,,hardware engines for bus encryption: a survey of existing techniques,2007,,,,1912965,journals/corr/abs-0710-4803,3,5,5,5,5,4
martin friedl|frank nagl|andreas schäfer 0003|andre tschentscher,,"shader-based-image-processor - ein framework für echtzeitfähige, grafikkartenbasierte bilderverarbeitung.",2010,,,,476152,conf/informatiktage/FriedlN0T10,1,0,5,0,5,4
henrik svensson|thomas lenart|viktor öwall,,modelling and exploration of a reconfigurable array using systemc tlm.,2008,,,,485389,conf/ipps/SvenssonLO08,1,0,5,0,0,4
andrea garratt|mike jackson|peter burden|jon wallis,,a survey of alternative designs for a search engine storage structure.,2001,,,,2047038,journals/infsof/GarrattJBW01,3,158,5,158,5,4
thomas j. vogels|thomas zanon|rao desineni|r. d. (shawn) blanton|wojciech maly|jason g. brown|jeffrey e. nelson|y. fei|x. huang|padmini gopalakrishnan|mahim mishra|v. rovner|s. tiwary,,benchmarking diagnosis algorithms with a diverse set of ic deformations.,2004,,,,534951,conf/itc/VogelsZDBMBNFHGMRT04,1,0,439,0,439,4
carlos leung|ben appleton|changming sun,,iterated dynamic programming and quadtree subregioning for fast stereo matching.,2008,,,,2073278,journals/ivc/LeungAS08,3,170,5,170,5,4
raymond h. chan|ke chen 0002,,a multilevel algorithm for simultaneously denoising and deblurring images.,2010,,,,2334489,journals/siamsc/ChanC10,3,146,5,146,5,4
bin han 0002|serguei a. mokhov|joey paquet,,advances in the design and implementation of a multi-tier architecture in the gipsy environment with java.,2010,,,,685490,conf/sera/HanMP10,1,0,916,0,916,4
stina nylander|markus bylund|annika wærn,,ubiquitous service access through adapted user interfaces on multiple devices.,2005,,,,2189969,journals/puc/NylanderBW05,3,121,5,121,5,4
matthias staat,,bootstrapped efficiency estimates for a model for groups and hierarchies in dea.,2002,,,,2331107,journals/eor/Staat02,6,63,5,63,5,4
patrick lambrix|he tan|wei xu 0002,,literature-based alignment of ontologies.,2008,,,,684189,conf/semweb/LambrixTX08,1,0,5,0,5,4
changkyu choi|gil-jin jang|yongbeom lee|sang ryong kim,,adaptive cross-channel interference cancellation on blind source separation outputs.,2004,,,,309346,conf/ica/ChoiJLK04,1,0,2075,0,2075,4
wei wang 0015|dongming peng|honggang wang|hamid sharif|hsiao-hwa chen,,energy-distortion-authentication optimized resource allocation for secure wireless image streaming.,2008,,,,874011,conf/wcnc/WangPWSC08,1,0,108,0,108,4
jan böhm|jürgen hefele|dieter fritsch,,towards online pose measurement for robots.,2001,,,,159312,conf/dagm/BohmHF01,1,0,120,0,120,4
shengyi jiang|qing-hua li|hui wang,,a gravity-based intrusion detection method.,2004,,,,261542,conf/gcc/JiangLW04,1,0,891,0,891,4
mark d. plumbley|samer a. abdallah|thomas blumensath|michael e. davies,,sparse representations of polyphonic music.,2006,,,,2311852,journals/sigpro/PlumbleyABD06,3,151,5,151,5,4
leslie l. miller|sree nilakanta|yunan song|lei zhu|ming hua 0003,,knowledge management: using topic maps in organizational memory.,2007,,,,292281,conf/hicss/MillerNSZH07,1,0,5,0,5,4
jun sun 0006|wenyuan wang|qing zhuo|rui qi,,expression recognition using 2d embedded hmm.,2002,,,,549797,conf/jcis/SunWZQ02,1,0,929,0,929,4
jeroen eggermont|rui li|ernst g. p. bovenkamp|henk a. marquering|michael t. m. emmerich|aad van der lugt|thomas bäck|jouke dijkstra|johan h. c. reiber,,optimizing computed tomographic angiography image segmentation using fitness based partitioning.,2008,,,,233370,conf/evoW/EggermontLBMELBDR08,1,0,5,0,5,4
jorge espi|robert atkinson|ivan andonovic|john dunlop,,proactive route optimization for fast mobile ipv6.,2009,,,,809462,conf/vtc/EspiAAD09,4,0,301,0,301,4
jung hee cheon|dong hoon lee 0002,,quadratic equations from apn power functions.,2006,,,,2010028,journals/ieicet/CheonL06,3,34,5,34,0,4
masahiro iwahashi|shinji fukuma|narong buabthong|noriyoshi kambayashi,,inter color and inter intra band prediction on reversible wavelet for lossless progressive color coding.,1999,,,,372810,conf/icip/IwahashiFBK99,1,0,902,0,902,4
d. h. h. yoon|q. zhu|v. mohanram|j. cheng,,obj-net: an object oriented system design tool.,1998,,,,2129455,journals/jsi/YoonZMC98,3,656,5,656,0,4
steve vandebogart|petros efstathopoulos|eddie kohler|maxwell n. krohn|cliff frey|david ziegler|m. frans kaashoek|robert morris|david mazières,,labels and event processes in the asbestos operating system.,2007,,,,2270979,journals/tocs/VandebogartEKKFZKMM07,3,468,5,468,5,4
kyungduk kim|yu song|gary geunbae lee,,posbiotm/w: a development workbench for machine learning oriented biomedical text mining system.,2005,,,,600204,conf/naacl/KimSL05,1,0,934,0,934,4
christian tobias,,"security analysis of mor using gl(2, r) xthetazn.",2004,,,,708617,conf/sis/Tobias04,1,0,102,0,102,4
xiaomeng shi|desmond s. lun|jim meldrim|ralf kötter|muriel médard,,joint base-calling of two dna sequences with factor graphs.,2008,,,,898019,conf/icassp/ShiLMKM08,1,0,394,0,394,4
shmuel tomi klein|miri kopel ben-nissan,,on the usefulness of fibonacci compression codes.,2010,,,,1877838,journals/cj/KleinB10,3,96,935,96,935,4
do park|jaehong shim|kyunghee choi|k. chung|dongyoon kim|seungkyu park|manpyo hong,,a real-time micro kernel implemented on transputer.,1996,,,,628479,conf/pdpta/ParkSCCKPH96,1,0,610,0,610,4
murat dundar|e. daniel hirleman|arun k. bhunia|j. paul robinson|bartek rajwa,,learning with a non-exhaustive training dataset: a case study: detection of bacteria cultures using optical-scattering technology.,2009,,,,555760,conf/kdd/DundarHBRR09,1,0,280,0,280,4
daniel sánchez morillo|juan luis rojas ojeda|luis felipe crespo foix|antonio león jiménez,,an accelerometer-based device for sleep apnea screening.,2010,,,,2263881,journals/titb/MorilloOFJ10,3,315,5,315,5,4
ping chen|wei ding 0003|chengmin ding,,sensenet: a knowledge representation model for computational semantics.,2006,,,,11400,conf/IEEEicci/ChenDD06,1,0,1424,0,1424,4
richard bruce|michael hoffmann 0002|danny krizanc|rajeev raman,,efficient update strategies for geometric computing with uncertainty.,2003,,,,108891,conf/ciac/BruceHKR03,1,0,932,0,932,4
pallab k. chatterjee|g. b. larrabee,,gigabit age microelectronics and their manufacture.,1993,,,,2290428,journals/tvlsi/ChatterjeeL93,3,0,5,0,0,4
wenguo liu|alan f. t. winfield|jin sa|jie chen|lihua dou,,strategies for energy optimisation in a swarm of foraging robots.,2006,,,,662886,conf/sab/LiuWSCD06,1,0,5,0,5,4
karen zee|viktor kuncak|martin c. rinard,,an integrated proof language for imperative programs.,2009,,,,636220,conf/pldi/ZeeKR09,1,0,1050,0,1050,4
jianer chen|fedor v. fomin|yang liu 0002|songjian lu|yngve villanger,,improved algorithms for feedback vertex set problems.,2008,,,,2102434,journals/jcss/ChenFLLV08,3,357,5,357,5,4
thomas herrmann|klaus heß|karin meise,,die verformung von kommunikationsstrukturen durch isdn.,1987,,,,240904,conf/fiff/HerrmannHM87,1,0,2336,0,2336,4
frank munz|thomas ludwig 0002|sibylle ziegler|p. bartenstein|markus schwaiger|arndt bode,,performance assessment of parallel spectral analysis: towards a practical performance model for parallel medical applications.,1999,,,,298396,conf/hpcn/MunzLZBSB99,1,0,2310,0,2310,4
cristiana chitic|daniela rosu 0002,,on validation of xml streams using finite state machines.,2004,,,,766009,conf/webdb/ChiticR04,1,0,2337,0,2337,4
jan meizner|maciej malawski|eryk ciepiela|marek kasztelnik|daniel harezlak|piotr nowakowski|dariusz król 0002|tomasz gubala|wlodzimierz funika|marian bubak|tomasz mikolajczyk|pawel plaszczak|krzysztof wilk|matthias assel,,virolab security and virtual organization infrastructure.,2009,,,,54799,conf/appt/MeiznerMCKHNKGFBMPWA09,1,0,254,0,254,4
feng wang|chong-wah ngo|ting-chuen pong,,gesture tracking and recognition for lecture video editing.,2004,,,,411448,conf/icpr/WangNP04,1,0,235,0,235,4
