pauthor,ptitle,pyear,pid,pkey,journal,journalfull,booktitle,booktitlefull,journal_abbreviation,ptype
peter a. boyle|dong chen|norman h. christ|michael a. clark|saul d. cohen|calin cristian|zhihua dong|alan gara|balint joo|chulwoo jung|changhoan kim|ludmila a. levkova|xiaodong liao|robert d. mawhinney|shigemi ohta|konstantin petrov|tilo wettig|azusa yamaguchi,overview of the qcdsp and qcdoc computers.,2005,2002150,journals/ibmrd/BoyleCCCCCDGJJKLLMOPWY05,ibm journal of research and development,journal of computing and information technology,,,,article
david g. novick|stephen sutton,an empirical model of acknowledgement for spoken-language systems.,1994,24367,conf/acl/NovickS94,,,,,,inproceedings
shridhar jayanthi|domitilla del vecchio,on the compromise between retroactivity attenuation and noise amplification in gene regulatory networks.,2009,883680,conf/cdc/JayanthiV09,,,cdc,working conference on reverse engineering,,inproceedings
frans p. m. beenker|rob dekker|rudi stans|max van der star,a testability strategy for silicon compilers.,1989,532436,conf/itc/BeenkerDSS89,,,,,,inproceedings
sacki agelis|sofia jacobsson|magnus jonsson|arne alping|per ligander,modular interconnection system for optical pcb and backplane communication.,2002,480774,conf/ipps/AgelisJJAL02,,,ipdps,international conference on interaction sciences,,inproceedings
denise sato yamashita|vinícius amaral armentano|manuel laguna,scatter search for project scheduling with resource availability cost.,2006,2326994,journals/eor/YamashitaAL06,european journal of operational research,journal of communications,,,,article
prabhakar raghavan,incentive networks.,2005,555145,conf/kdd/Raghavan05,,,kdd,text,,inproceedings
rené hackl|thomas mandl|christa womser-hacker,ad-hoc mono- and bilingual retrieval experiments at the university of hildesheim.,2005,117479,conf/clef/HacklMW05a,,,clef,european conference on information systems,,inproceedings
gayle j. yaverbaum|doris k. lidtke|han reichgelt|stuart h. zweben,outcomes-based computing accreditation: program assessment.,2007,692831,conf/sigcse/YaverbaumLRZ07,,,sigcse,foundations of software engineering,,inproceedings
herman p. hoplin,the emerging need for data base performance evaluation.,1980,120344,conf/cmg/Hoplin80,,,int. cmg conference,information reuse and integration,,inproceedings
guojun wang|tian wang|weijia jia|minyi guo|jie li,adaptive location updates for mobile sinks in wireless sensor networks.,2009,2264564,journals/tjs/WangWJGL09,,,icc,international parallel and distributed processing symposium,,inproceedings
shuguo yang|chunxia li|sheng-he sun|rongsheng xie,a fractal watermarking scheme for image in dwt domain.,2007,714707,conf/snpd/YangLSX07,,,snpd (1),international conference on web engineering,,inproceedings
guang tian|feihu qi|masatoshi kimachi|yue wu|takashi iketani,a 3d feature-based binocular tracking algorithm.,2006,2010764,journals/ieicet/TianQKWI06,ieice transactions,international journal of algebra and computation (ijac),,,,inproceedings
alexander meduna|jirí techet,generation of sentences with their parses: the case of propagating scattered context grammars.,2005,1814430,journals/actaC/MedunaT05,acta cybern.,international journal of intelligent systems technologies and applications (ijista),,,,article
zusheng rao|evangelos e. milios|euripides g. m. petrakis,efficient retrieval of deformed and occluded shapes.,2000,410691,conf/icpr/RaoMP00,,,icpr,algorithms in bioinformatics,,inproceedings
hongcui wang|tatsuya kawahara,effective prediction of errors by non-native speakers using decision tree for speech recognition-based call system.,2009,2017481,journals/ieicet/WangK09,ieice transactions,international journal of algebra and computation (ijac),,,,incollection
hui han|binghuan mao|hairong lv|qing zhuo|wenyuan wang,one-sided fuzzy svm based on sphere for imbalanced data sets learning.,2007,254960,conf/fskd/HanMLZW07,,,,,,inproceedings
doug szajda|barry lawson|jason owen,toward an optimal redundancy strategy for distributed computations.,2005,118745,conf/cluster/SzajdaLO05,,,cluster,international symposium on software testing and analysis,,inproceedings
lixin fan|liying fan|chew lim tan,wavelet diffusion for document image denoising.,2003,345215,conf/icdar/FanFT03,,,icdar,international parallel processing symposium,,inproceedings
fei pu|wenhui zhang,combining search space partition and abstraction for ltl model checking.,2007,2360499,journals/chinaf/PuZ07,science in china series f: information sciences,journal of digital information management,,,,article
tomaso de cola|harald ernst|mario marchese,study and performance analysis of arq-based and transport layer coding schemes over deep space networks.,2006,829987,conf/globecom/ColaEM06,,,globecom,conference on current trends in theory and practice of informatics,,inproceedings
irina naydenova|torleiv kløve,"codes for error detection, good or not good",2005,1913539,journals/corr/abs-cs-0508035,corr,international journal of wireless information networks,,,,article
witold litwin|j. boudenant|christian esculier|arlette ferrier|a. m. glorieux|j. la chimia|k. kabbaj|catherine moulinoux|p. rolin|christine stangret,sirius system for distributed data management.,1982,173830,conf/ddb/LitwinBEFGCKMRS82,,,er,logic programming and automated reasoning,,inproceedings
sarah f. frisken gibson|ronald n. perry,efficient estimation of 3d euclidean distance fields from 2d range images.,2002,757531,conf/volvis/GibsonP02,,,volvis,intelligent data engineering and automated learning,,inproceedings
maxwell walton|gary william grewal|gerarda darlington,hardware acceleration of scatter search.,2010,908929,conf/ieeehpcs/WaltonGD10,,,hpcs,international journal of computers and their applications,,inproceedings
li-pu yeh|biing-feng wang,efficient algorithms for the ksmallest cuts enumeration.,2008,124845,conf/cocoon/YehW08,,,cocoon,ieee international symposium on workload characterization,,inproceedings
hsien-kuang chiou|willard korfhage,enf event predicate detection in distributed systems.,1994,637148,conf/podc/ChiouK94,,,,,,article
shaolin qu|joyce yue chai,beyond attention: the role of deictic gesture in intention recognition in multimodal conversational interfaces.,2008,538826,conf/iui/QuC08,,,iui,acm int. workshop on data engineering for wireless and mobile access,,inproceedings
yu-cheng he|christian cardinal|david haccoun,comparison of decoding complexities for ldpc and convolutional self-doubly-orthogonal codes.,2008,878526,conf/pimrc/HeCH08,,,,,,inproceedings
colin higgins|pavlos symeonidis|athanasios tsintsifas,diagram-based cba using datsys and coursemaster.,2002,337322,conf/icce/HigginsST02,,,icce,integer programming and combinatorial optimization,,inproceedings
tim mills|ken moody,wide-area information access to multimedia historical sources.,1996,703943,conf/sigopsE/MillsM96,,,,,,article
timothy j. callahan|john wawrzynek,adapting software pipelining for reconfigurable computing.,2000,91074,conf/cases/CallahanW00,,,cases,workshop on graph theoretic concepts in computer science,,inproceedings
dongkun shin|jihong kim,optimizing intra-task voltage scheduling using data flow analysis.,2005,61661,conf/aspdac/ShinK05,,,asp dac,artificial intelligence and interactive digital entertainment conference,,inproceedings
david bueno|amos david,metiore: a personalized information retrieval system.,2001,744113,conf/um/BuenoD01,,,user modeling,international symposium on algorithms and computation,,inproceedings
pablo césar|dick c. a. bulterman|a. j. jansen,the ambulant annotator: empowering viewer-side enrichment of multimedia content.,2006,187875,conf/doceng/CesarBJ06a,,,acm symposium on document engineering,acs/ieee international conference on computer systems and applications,,inproceedings
wanan cui|zhenqian wang|xiuning cao,links optimization for resource-constrained project scheduling.,2008,868107,conf/csse/CuiWC08,,,,,,inproceedings
sun bo|wu congxin,yet another note on the range of null-additive fuzzy and non-fuzzy measures.,2010,1991808,journals/fss/BoC10,fuzzy sets and systems,international journal of services and standards,,,,article
julian francis miller|simon l. harding,cartesian genetic programming.,2010,267343,conf/gecco/MillerH10,,,gecco (companion),symposium on asynchronous circuits and systems,,inproceedings
sheng chen|lajos hanzo|andrew livingstone,mber space-time decision feedback equalization assisted multiuser detection for multiple antenna aided sdma systems.,2006,2351101,journals/tsp/ChenHL06,ieee transactions on signal processing,journal of advanced computational intelligence and intelligent informatics (jaciii),,,,inproceedings
s. u. pillai|h. s. oh|d. c. youla|j. r. guerci,optimal transmit-receiver design in the presence of signal-dependent interference and channel noise.,2000,2259283,journals/tit/PillaiOYG00,ieee transactions on information theory,international journal of ambient computing and intelligence (ijaci),iscas (4),automated software engineering,,article
gleb beliakov|tomasa calvo,construction of aggregation operators that preserve ordering of the data.,2007,855295,conf/eusflat/BeliakovC07,,,eusflat conf. (1),international conference on virtual storytelling,,inproceedings
masahiko nakamoto|kazuhisa nakada|yoshinobu sato|kozo konishi|makoto hashizume|shinichi tamura,intraoperative magnetic tracker calibration using a magneto-optic hybrid tracker for 3-d ultrasound-based navigation in laparoscopic surgery.,2008,2269063,journals/tmi/NakamotoNSKHT08,,,miccai (2),symposium on theoretical aspects of computer science,,article
chengxiang zhai|xu ling|xin he|atulya velivelli|xuanhui wang|hui fang|azadeh shakery|xinghua lu,uiuc/musc at trec 2005 genomics track.,2005,739353,conf/trec/ZhaiLHVWFSL05,,,,,,inproceedings
charles e. jacobs|wilmot li|evan schrier|david bargeron|david salesin,adaptive grid-based document layout.,2003,2272646,journals/tog/JacobsLSBS03,acm trans. graph.,mobile networks and applications (monet),,,,article
sandra de amo|mônica sakuray pais,a paraconsistent logic programming approach for querying inconsistent knowledge bases.,2005,241746,conf/flairs/AmoP05,,,flairs conference,symposium on interactive 3d graphics,,inproceedings
mohammad mehdi hassani|reza berangi|hamid tavakolaie,an analytical model for evaluating utilization of tcp tahoe using markovian model.,2007,889037,conf/nas/HassaniBT07,,,ieee nas,audio  and video based biometric person authentication,,inproceedings
masayuki takeda|tomoko fukuda|ichiro nanri|mayumi yamasaki|kouichi tamari,discovering instances of poetic allusion from anthologies of classical japanese poems.,2003,2244218,journals/tcs/TakedaFNYT03,theor. comput. sci.,acm transactions on computation theory (toct),,,,article
yongqiang shi|deshi ye,on-line bin packing with arbitrary release times.,2007,827864,conf/escape/ShiY07,,,,,,article
ferdinand chovanec|olga nánásiová|alexander p. sostak,preface of the guest editors.,2010,2217440,journals/soco/ChovanecNS10,soft comput.,international journal of web information systems,,,,incollection
janyce wiebe|thomas p. o'hara|kenneth j. mckeever|thorsten öhrström-sandgren,an empirical approach to temporal reference resolution,1997,1904413,journals/corr/cmp-lg-9706020,corr,international journal of wireless information networks,,,,inproceedings
martijn hendriks|barend van den nieuwelaar|frits w. vaandrager,model checker aided design of a controller for a wafer scanner.,2004,521108,conf/isola/HendriksNV04,,,,,,inproceedings
oleg chertov|dan tavrov,group anonymity: problems and solutions,2010,1929138,journals/corr/abs-1011-1127,corr,international journal of wireless information networks,,,,article
abdul sattar 0003|yasser aidarous|renaud séguier,gagm-aam: a genetic optimization with gaussian mixtures for active appearance models.,2008,380526,conf/icip/SattarAS08,,,icip,cluster computing,,inproceedings
marcial jesús rodríguez-irago|juan j. rodríguez-andina|fabian vargas|marcelino b. santos|isabel c. teixeira|joão paulo teixeira,dynamic fault test and diagnosis in digital systems using multiple clock schemes and multi-vdd test.,2005,478836,conf/iolts/Rodriguez-IragoAVSTT05,,,iolts,symposium on theoretical aspects of computer science,,inproceedings
jae hoon lee|kenji abe|takashi tsubouchi|ryoko ichinose|yuji hosoda|kohtaro ohba,collision-free navigation based on people tracking algorithm with biped walking model.,2008,858747,conf/iros/LeeATIHO08,,,iros,information processing in sensor networks,,inproceedings
reza sherafat kazemzadeh|kamran sartipi,incoporating data mining applications into clinical guildelines.,2006,94145,conf/cbms/KazemzadehS06,,,cbms,scale space theories in computer vision,,inproceedings
xiaohong wang|minghui jiang 0002|chuntao jiang|shengrong li,finite-time boundedness analysis of uncertain cgnns with multiple delays.,2010,520944,conf/isnn/WangJJL10,,,isnn (1),artificial intelligence: methodology,,inproceedings
