pauthor,ptitle,pyear,pid,pkey,journal,journalfull,booktitle,booktitlefull,journal_abbreviation,ptype
m. w. vogel|s. suprijanto|frans vos|henri a. vrooman|albert m. vossepoel|p. m. t. pattynama,towards motion-robust magnetic resonance thermometry.,2001,584044,conf/miccai/VogelSVVVP01,,,miccai,visualization symposium,,inproceedings
wlodzimierz dobosiewicz|pawel gburzynski,smurph: an object-oriented simulator for communication networks and protocols.,1993,573938,conf/mascots/DobosiewiczG93,,,mascots,dependable systems and networks,,inproceedings
joungwoong lee|shigetomo kimura|yoshihiko ebihara,an approach to fast handoff scheme for mobile ipv6 in cellular ip networks.,2006,779133,conf/woc/LeeKE06,,,,,,phdthesis
karen holtzblatt|joerg beringer|lisa baker,rapid user centered design techniques: challenges and solutions.,2005,103993,conf/chi/HoltzblattBB05,,,chi extended abstracts,eye tracking research & application,,phdthesis
je hong park|dong hoon lee 0002,on the security of status certificate-based encryption scheme.,2007,2008424,journals/ieicet/ParkL07,,,grc,computer aided verification,,article
anna ritchie|simone teufel|stephen robertson,creating a test collection for citation-based ir experiments.,2006,599958,conf/naacl/RitchieTR06,,,,,,inproceedings
paul g. dittmar|joseph mockus|kathyrn m. couvreur,an algorithmic computer graphics program for generating chemical structure diagrams.,1977,2094771,journals/jcisd/DittmarMC77,journal of chemical information and computer sciences,acm transactions on applied perception (tap),,,,article
jean-françois giovannelli,estimation of the ising field parameter thanks to the exact partition function.,2010,382895,conf/icip/Giovannelli10,,,,,,inproceedings
dinh dien|hoang kiem,an approach to parsing vietnamese noun compounds.,2001,546916,conf/iwpt/DienK01,,,rivf,international conference on web based learning,,inproceedings
paul bratley|daniel poulin|jacques savoy,the effect of change on legal applications.,1991,176008,conf/dexa/BratleyPS91,,,dexa,design,,inproceedings
janey k. cringean|roger england|gordon a. manson|peter willett 0002,network design for the implementation of text searching using a multicomputer.,1991,2059485,journals/ipm/CringeanEMW91,,,sigir,requirements engineering,,article
paul dütting|monika rauch henzinger|ingmar weber,on the pricing of recommendations and recommending strategically,2009,1922132,journals/corr/abs-0911-1619,corr,international journal of wireless information networks,,,,incollection
yu-bin yang|shifu chen|zhi-hua zhou|hui lin 0002|yukun ye,an intelligent medical image understanding method using two-tier neural network ensembles.,2005,442787,conf/ieaaie/YangCZLY05,,,iea/aie,the european symposium on artificial neural networks,,inproceedings
pietro di gianantonio|furio honsell|marina lenisa,"rpo, second-order contexts, and lambda-calculus.",2008,249582,conf/fossacs/GianantonioHL08,,,fossacs,self adaptive and self organizing systems,,inproceedings
saheeb ahmed kayani|muhammad afzaal malik,bond-graphs + genetic programming: analysis of an automatically synthesized rotary mechanical system.,2008,266223,conf/gecco/KayaniM08,,,gecco (companion),symposium on asynchronous circuits and systems,,inproceedings
baorui ren|andrew smith|david aizer|don kennedy|jeffrey yorker|zhenxue jing,the effect of tomosynthesis x-ray pulse width on measured beam quality.,2008,573458,conf/mammo/RenSAKYJ08,,,digital mammography / iwdm,security and communication networks,,inproceedings
youngshik kim|mark a. minor,coordinated kinematic motion control of compliant framed wheeled modular mobile robots.,2008,859369,conf/iros/KimM08,,,iros,european conference on genetic programming,,inproceedings
stefan carmien,maps: dynamic scaffolding for independence for persons with cognitive impairments.,2003,744123,conf/um/Carmien03,,,user modeling,international symposium on algorithms and computation,,inproceedings
jian zhang 0001,problems on the generation of finite models.,1994,84847,conf/cade/Zhang94,,,,,,article
naomi dushay|james c. french|carl lagoze,using query mediators for distributed searching in federated digital libraries,1999,1906678,journals/corr/cs-DL-9902020,corr,international journal of wireless information networks,,,,article
gang-qing hu|jiang-tao guo|yong-chu liu|huaiqiu zhu,metatisa: metagenomic translation initiation site annotator for improving gene start prediction.,2009,1846254,journals/bioinformatics/HuGLZ09,bioinformatics,international journal of cognitive informatics and natural intelligence (ijcini),,,,article
christian sommer 0002|elad verbin|wei yu,distance oracles for sparse graphs.,2009,247628,conf/focs/SommerVY09,,,focs,european workshop on software architecture,,inproceedings
björn scheuermann|christian lochert|jedrzej rybicki|martin mauve,a fundamental scalability criterion for data aggregation in vanets.,2009,593947,conf/mobicom/ScheuermannLRM09,,,mobicom,compilers,,inproceedings
akinori kawachi|hirotada kobayashi|takeshi koshiba|raymond h. putra,universal test for quantum one-way permutations.,2004,579184,conf/mfcs/KawachiKKP04,,,mfcs,australasian database conference,,inproceedings
sam kamin,invited application paper: program generation considered easy.,2004,630572,conf/pepm/Kamin04,,,,,,inproceedings
olga fourtounelli|p. katerinis,the existence of k-factors in squares of graphs.,2010,1958732,journals/dm/FourtounelliK10,discrete mathematics,journal of information & knowledge management,,,,article
ippei akita|kazuyuki wada|yoshiaki tadokoro,synthesis method of all low-voltage cmos instantaneous-companding log domain integrators.,2007,2008169,journals/ieicet/AkitaWT07,ieice transactions,international journal of algebra and computation (ijac),,,,inproceedings
qiang cheng|ruoyu roy wang|thomas s. huang,framework for digital video watermarking with dual watermarks.,2002,746908,conf/vcip/ChengWH02,,,,,,inproceedings
leonardo mendonça de moura|sam owre|harald rueß|john m. rushby|natarajan shankar|maria sorea|ashish tiwari,sal 2.,2004,93380,conf/cav/MouraORRSST04,,,cav,hybrid intelligent systems,,inproceedings
ronald cornet|ameen abu-hanna,using description logics for managing medical terminologies.,2003,39752,conf/aime/CornetA03,,,,,,inproceedings
arne stoschek|reiner hegerl|thomas p. y. yu|jochen walz|mark harlow,steerable pyramid denoising as preprocessing for 2d-object detection and visualization of tomoraphic reconstructions.,1996,160557,conf/dagm/StoschekHYWH96,,,dagm symposium,international conference on parallel and distributed systems,,inproceedings
marco pausini|gerard j. m. janssen|klaus witrisal,performance enhancement of differential uwb autocorrelation receivers under isi.,2006,2125669,journals/jsac/PausiniJW06,ieee journal on selected areas in communications,international journal of information systems and change management (ijiscm),,,,article
w. klocke|thomas schecke|manfred a. jeusfeld|günther rau|u. hatsky|günther kalff,wissensbasierte entscheidungsunterstützung in der anästhesie mit dem aes.,1987,790314,conf/xps/KlockeSJRHK87,,,,,,inproceedings
guoqiang peter zhang,an investigation of neural networks for linear time-series forecasting.,2001,1902740,journals/cor/Zhang01,computers & or,innovations in systems and software engineering,,,,article
bing liu,opinion mining.,2009,2427504,reference/db/Liu09d,,,encyclopedia of database systems,provable security,,incollection
kulpreet singh|andronikos nedos|gregor gärtner|siobhán clarke,message stability and reliable broadcasts in mobile ad-hoc networks.,2005,31235,conf/adhoc-now/SinghNGC05,,,adhoc now,functional imaging and modeling of the heart,,incollection
robert d. mawhinney,the 1 teraflops qcdsp computer.,1999,2176178,journals/pc/Mawhinney99,parallel computing,international journal of digital crime and forensics (ijdcf),,,,article
simon de givry|federico heras|matthias zytnicki|javier larrosa,existential arc consistency: getting closer to full arc consistency in weighted csps.,2005,458022,conf/ijcai/GivryHZL05,,,ijcai,inroads (acm sigcse bulletin)|acm sigcse bulletin,,inproceedings
hui-jen yang|minder chen|justin s. lay|yun-long lay,the development and evaluation of game type computer-aided phoneme learning system for hearing impaired.,2008,239469,conf/fecs/YangCLL08,,,fecs,ai in medicine in europe,,inproceedings
patrick heinemann|frank sehnke|felix streichert|andreas zell,towards a calibration-free robot: the act algorithm for automatic online color training.,2006,656666,conf/robocup/HeinemannSSZ06,,,robocup,euromicro,,inproceedings
manning wang|zhijian song,automatic localization of the center of fiducial markers in 3d ct/mri images for image-guided neurosurgery.,2009,2189294,journals/prl/WangS09,pattern recognition letters,revista iberoamericana de tecnologias del aprendizaje,,,,inproceedings
kao-shing hwang|chia-ju lin|chun-ju wu|chia-yue lo,cooperation in multiple agents based on sharing policy.,2007,711611,conf/smc/HwangLWL07,,,smc,engineering of reconfigurable systems and algorithms,,inproceedings
tzyy-kuen tien|jing-jou tang|kuan-jou chen,a new high speed dynamic pla.,2006,504325,conf/iscas/TienTC06,,,iscas,international conference on multimedia computing and systems,,inproceedings
gilbert siy ching|mir ghoraishi|navarat lertsirisopon|jun-ichi takada|itoji sameda|hironori sakamoto|tetsuro imai,analysis of dsrc service over-reach inside an arched tunnel.,2007,2126288,journals/jsac/ChingGLTSSI07,ieee journal on selected areas in communications,international journal of information systems and change management (ijiscm),,,,article
thomas mandl|rené hackl|christa womser-hacker,robust ad-hoc retrieval experiments with french and english at the university of hildesheim.,2006,117480,conf/clef/MandlHW06,,,clef,european conference on information systems,,inproceedings
huixia he|david j. thomson,"the canonical bicoherence - part i: definition, multitaper estimation, and statistics.",2009,2350970,journals/tsp/HeT09,ieee transactions on signal processing,journal of advanced computational intelligence and intelligent informatics (jaciii),,,,article
robert i. mckay|xuan hoai nguyen|james r. cheney|minhyeok kim|naoki mori|tuan hao hoang,estimating the distribution and propagation of genetic programming building blocks through tree compression.,2009,266491,conf/gecco/McKayNCKMH09,,,gecco,computational learning theory,,article
leire etxeberria|goiuria sagardui mendieta,variability driven quality evaluation in software product lines.,2008,723058,conf/splc/EtxeberriaM08,,,splc,computational aspects of social networks,,inproceedings
marios nicolaou|louis atallah|adam james|julian j. h. leong|ara darzi|guang-zhong yang,the effect of depth perception on visual-motor compensation in minimal invasive surgery.,2006,581303,conf/miar/NicolaouAJLDY06,,,miccai (2),symposium on theoretical aspects of computer science,,inproceedings
joanna golinska-pilarek,number of non-fregean sentential logics that have adequate models.,2006,2147835,journals/mlq/Golinska-Pilarek06,math. log. q.,ieee transactions on learning technologies,,,,article
l'ubomír török|imrich vrt'o,antibandwidth of three-dimensional meshes.,2010,1958330,journals/dm/TorokV10,discrete mathematics,journal of information & knowledge management,,,,article
alejandro figueroa|günter neumann,mining web snippets to answer list questions.,2007,70615,conf/ausdm/FigueroaN07,,,,,,inproceedings
eranga perera|aruna seneviratne|roksana boreli|michael eyrich|michael wolf|tim leinmüller,failover for mobile routers: a vision of resilient ambience.,2005,396457,conf/icn/PereraSBEWL05,,,icn (2),ieee symposium on computer based medical systems,,inproceedings
lixin fan|liying fan|chew lim tan,a diffusion process for wavelet-transform-based image denoising and its application to document image binarization.,2003,371952,conf/icip/FanFT03,,,icdar,international parallel processing symposium,,inproceedings
vuk marojevic|xavier revés|antoni gelonch,cooperative resource management in cognitive radio.,2007,325483,conf/icc/MarojevicRG07,,,icc,international parallel and distributed processing symposium,,inproceedings
james a. platts|michael h. abraham|darko butina|anne hersey,estimation of molecular linear free energy relationship descriptors by a group contribution approach. 2. prediction of partition coefficients.,2000,2096473,journals/jcisd/PlattsABH00,journal of chemical information and computer sciences,acm transactions on applied perception (tap),,,,article
saurav gorai|saptarshi biswas|lovleen bhatia|praveen tiwari|raj s. mitra,directed-simulation assisted formal verification of serial protocol and bridge.,2006,155943,conf/dac/GoraiBBTM06,,,dac,computer analysis of images and patterns,,inproceedings
andrew m. jenkinson|mario albrecht|ewan birney|hagen blankenburg|thomas down|robert d. finn|henning hermjakob|tim j. p. hubbard|rafael c. jimenez|philip jones|andreas kähäri|eugene kulesha|josé r. macías|gabrielle a. reeves|andreas prlic,integrating biological data - the distributed annotation system.,2008,1849798,journals/bmcbi/JenkinsonABBDFHHJJKKMRP08,bmc bioinformatics,international journal of intelligent information and database systems (ijiids),,,,inproceedings
